Year,Quarter,Facility ID,Facility Name,City,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,Meets criteria for promoting interoperability of EHRs,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,TE Group Measure Count,Count of Facility TE Measures,County,Common State County FIPS Code,Latitude,Longitude,County HPSA Status,Designation Type,HPSA Score,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,HPSA Provider Ratio Goal,HPSA Shortage
2021,Q4,10157,SHOALS HOSPITAL,MUSCLE SHOALS,Alabama,35661,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,6,0,6,0,8,8,14,9,Colbert County,01033,34.74,-87.64,Non-Shortage Area,,,,,,,,,
2021,Q4,10158,RUSSELLVILLE HOSPITAL,RUSSELLVILLE,Alabama,35653,Acute Care Hospitals,Proprietary,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,3,0,3,0,11,7,0,7,0,8,8,14,9,Franklin County,01059,34.5,-87.72,Shortage Area,High Needs Geographic HPSA,10.0,10.0,31191.0,22.2,3119:1,Rural,3000:1,0.4
2021,Q4,10164,COOSA VALLEY MEDICAL CENTER,SYLACAUGA,Alabama,35150,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,5,0,5,0,8,4,1,3,0,11,9,0,8,1,8,8,14,11,Talladega County,01121,33.17,-86.26,Shortage Area,High Needs Geographic HPSA,13.0,22.17,84289.0,20.7,3802:1,Rural,3000:1,5.93
2021,Q4,10168,JACK HUGHSTON MEMORIAL HOSPITAL,PHENIX CITY,Alabama,36867,Acute Care Hospitals,Government - State,Yes,,5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,3,0,3,0,11,7,0,7,0,8,8,14,5,Russell County,01113,32.46,-85.01,Shortage Area,High Needs Geographic HPSA,20.0,5.5,56885.0,20.7,10343:1,Non-Rural,3000:1,13.46
2021,Q4,10169,ATMORE COMMUNITY HOSPITAL,ATMORE,Alabama,36502,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,5,0,5,0,8,8,14,9,Escambia County,01053,31.02,-87.49,Shortage Area,High Needs Geographic HPSA,11.0,11.125,34089.0,22.1,3064:1,Rural,3000:1,0.235
2021,Q4,190002,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,LAFAYETTE,Louisiana,70503,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,8,2,6,0,11,11,1,10,0,8,8,14,11,Lafayette Parish,22055,30.21,-92.02,Non-Shortage Area,,,,,,,,,
2021,Q4,190004,THIBODAUX REGIONAL MEDICAL CENTER,THIBODAUX,Louisiana,70301,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,7,0,7,0,11,11,0,11,0,8,8,14,10,Lafourche Parish,22057,29.79,-90.82,Non-Shortage Area,,,,,,,,,
2021,Q4,190005,UNIVERSITY MEDICAL CENTER NEW ORLEANS,NEW ORLEANS,Louisiana,70112,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,6,0,8,7,1,4,2,11,9,0,6,3,8,8,14,8,Orleans Parish,22071,29.96,-90.08,Non-Shortage Area,,,,,,,,,
2021,Q4,190006,OCHSNER UNIVERSITY HOSPITAL AND CLINICS,LAFAYETTE,Louisiana,70506,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,5,1,4,0,11,8,0,8,0,8,8,14,9,Lafayette Parish,22055,30.2,-92.08,Non-Shortage Area,,,,,,,,,
2021,Q4,190007,NATCHITOCHES REGIONAL MEDICAL CENTER,NATCHITOCHES,Louisiana,71457,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,5,0,5,0,8,4,0,4,0,11,7,0,7,0,8,8,14,11,Natchitoches Parish,22069,31.75,-93.09,Non-Shortage Area,,,,,,,,,
2021,Q4,190008,TERREBONNE GENERAL HEALTH SYSTEM,HOUMA,Louisiana,70360,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,7,0,7,0,11,11,1,6,4,8,8,14,10,Terrebonne Parish,22109,29.58,-90.81,Non-Shortage Area,,,,,,,,,
2021,Q4,190011,OCHSNER LSU HEALTH MONROE,MONROE,Louisiana,71202,Acute Care Hospitals,Proprietary,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,6,0,6,0,11,9,0,8,1,8,8,14,10,Ouachita Parish,22073,32.4,-92.06,Non-Shortage Area,,,,,,,,,
2021,Q4,190013,WEST CALCASIEU CAMERON HOSPITAL,SULPHUR,Louisiana,70663,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,5,0,5,0,8,5,0,5,0,11,10,0,8,2,8,8,14,12,Calcasieu Parish,22019,30.22,-93.35,Non-Shortage Area,,,,,,,,,
2021,Q4,190014,OCHSNER ST MARY,MORGAN CITY,Louisiana,70380,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,7,5,0,5,0,8,3,0,3,0,11,7,0,7,0,8,8,14,11,St. Mary Parish,22101,29.73,-91.13,Shortage Area,High Needs Geographic HPSA,12.0,16.04,51973.0,21.6,3240:1,Rural,3000:1,1.28
2021,Q4,190015,"NORTH OAKS MEDICAL CENTER, L L C",HAMMOND,Louisiana,70403,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,1,6,0,8,7,2,5,0,11,11,0,9,2,8,8,14,12,Tangipahoa Parish,22105,30.5,-90.46,Non-Shortage Area,,,,,,,,,
2021,Q4,190017,OPELOUSAS GENERAL HEALTH SYSTEM,OPELOUSAS,Louisiana,70570,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,5,1,8,6,0,6,0,11,10,0,10,0,8,8,14,11,St. Landry Parish,22097,30.52,-92.08,Non-Shortage Area,,,,,,,,,
2021,Q4,190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,ALEXANDRIA,Louisiana,71301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,6,1,5,0,11,10,0,9,1,8,8,14,12,Rapides Parish,22079,31.29,-92.46,Non-Shortage Area,,,,,,,,,
2021,Q4,190020,LANE REGIONAL MEDICAL CENTER,ZACHARY,Louisiana,70791,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,5,0,5,0,8,5,0,4,1,11,10,0,10,0,8,8,14,10,East Baton Rouge Parish,22033,30.66,-91.15,Non-Shortage Area,,,,,,,,,
2021,Q4,190025,SAVOY MEDICAL CENTER,MAMOU,Louisiana,70554,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,7,0,7,0,8,8,14,8,Evangeline Parish,22039,30.63,-92.41,Non-Shortage Area,,,,,,,,,
2021,Q4,190026,RAPIDES REGIONAL MEDICAL CENTER,ALEXANDRIA,Louisiana,71301,Acute Care Hospitals,Proprietary,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,6,1,8,8,0,8,0,11,10,0,7,3,8,8,14,12,Rapides Parish,22079,31.29,-92.46,Non-Shortage Area,,,,,,,,,
2021,Q4,190027,CHRISTUS OCHSNER ST PATRICK HOSPITAL,LAKE CHARLES,Louisiana,70601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,6,3,3,0,11,9,0,9,0,8,8,14,10,Calcasieu Parish,22019,30.21,-93.2,Non-Shortage Area,,,,,,,,,
2021,Q4,190034,ABBEVILLE GENERAL HOSPITAL,ABBEVILLE,Louisiana,70510,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,3,0,3,0,11,9,0,9,0,8,8,14,9,Vermilion Parish,22113,29.97,-92.12,Shortage Area,Geographic HPSA,17.0,11.47,58563.0,17.3,5106:1,Partially Rural,3500:1,5.26
2021,Q4,190036,OCHSNER CLINIC FOUNDATION,NEW ORLEANS,Louisiana,70121,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,8,4,4,0,11,11,0,8,3,8,8,14,13,Jefferson Parish,22051,29.96,-90.16,Non-Shortage Area,,,,,,,,,
2021,Q4,190039,WEST JEFFERSON MEDICAL CENTER,MARRERO,Louisiana,70072,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,7,0,6,1,11,10,0,10,0,8,8,14,10,Jefferson Parish,22051,29.88,-90.11,Non-Shortage Area,,,,,,,,,
2021,Q4,190040,SLIDELL MEMORIAL HOSPITAL,SLIDELL,Louisiana,70458,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,6,0,6,0,11,11,1,10,0,8,8,14,10,St. Tammany Parish,22103,30.28,-89.77,Non-Shortage Area,,,,,,,,,
2021,Q4,190041,CHRISTUS HEALTH SHREVEPORT - BOSSIER,SHREVEPORT,Louisiana,71105,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,7,0,6,1,11,11,0,9,2,8,8,14,10,Caddo Parish,22017,32.46,-93.71,Non-Shortage Area,,,,,,,,,
2021,Q4,190044,ACADIA GENERAL HOSPITAL,CROWLEY,Louisiana,70526,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,4,0,8,5,0,5,0,11,9,0,9,0,8,8,14,9,Acadia Parish,22001,30.21,-92.37,Non-Shortage Area,,,,,,,,,
2021,Q4,190045,ST TAMMANY PARISH HOSPITAL,COVINGTON,Louisiana,70433,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,8,2,6,0,11,9,0,8,1,8,8,14,12,St. Tammany Parish,22103,30.47,-90.11,Non-Shortage Area,,,,,,,,,
2021,Q4,190046,TOURO INFIRMARY,NEW ORLEANS,Louisiana,70115,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,6,0,8,8,0,7,1,11,10,0,10,0,8,8,14,12,Orleans Parish,22071,29.92,-90.1,Non-Shortage Area,,,,,,,,,
2021,Q4,190050,BEAUREGARD MEMORIAL HOSPITAL,DERIDDER,Louisiana,70634,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,7,4,0,4,0,8,3,0,3,0,11,6,0,6,0,8,8,14,9,Beauregard Parish,22011,30.77,-93.24,Non-Shortage Area,,,,,,,,,
2021,Q4,190053,JENNINGS AMERICAN LEGION HOSPITAL,JENNINGS,Louisiana,70546,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,4,0,8,3,0,2,1,11,7,0,7,0,8,8,14,11,Jefferson Davis Parish,22053,30.22,-92.65,Non-Shortage Area,,,,,,,,,
2021,Q4,190054,IBERIA MEDICAL CENTER,NEW IBERIA,Louisiana,70562,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,6,0,8,6,0,6,0,11,10,1,9,0,8,8,14,10,Iberia Parish,22045,30.0,-91.81,Non-Shortage Area,,,,,,,,,
2021,Q4,190060,LAKE CHARLES MEMORIAL HOSPITAL,LAKE CHARLES,Louisiana,70601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,1,6,0,8,7,0,7,0,11,11,1,10,0,8,8,14,12,Calcasieu Parish,22019,30.21,-93.2,Non-Shortage Area,,,,,,,,,
2021,Q4,190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,BATON ROUGE,Louisiana,70808,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,6,1,8,7,2,4,1,11,11,2,9,0,8,8,14,10,East Baton Rouge Parish,22033,30.4,-91.14,Non-Shortage Area,,,,,,,,,
2021,Q4,190065,BATON ROUGE GENERAL MEDICAL CENTER,BATON ROUGE,Louisiana,70809,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,6,1,8,7,4,3,0,11,11,2,8,1,8,8,14,10,East Baton Rouge Parish,22033,30.39,-91.07,Non-Shortage Area,,,,,,,,,
2021,Q4,190081,WEST CARROLL MEMORIAL HOSPITAL,OAK GROVE,Louisiana,71263,Acute Care Hospitals,Proprietary,Yes,,1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,7,3,1,2,0,8,2,0,1,1,11,5,0,5,0,8,8,14,6,West Carroll Parish,22123,32.86,-91.39,Shortage Area,High Needs Geographic HPSA,13.0,3.0,10601.0,21.9,3534:1,Rural,3000:1,0.53
2021,Q4,190086,NORTHERN LOUISIANA MEDICAL CENTER,RUSTON,Louisiana,71270,Acute Care Hospitals,Proprietary,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,7,6,0,6,0,8,5,1,4,0,11,8,1,6,1,8,8,14,10,Lincoln Parish,22061,32.53,-92.63,Non-Shortage Area,,,,,,,,,
2021,Q4,190088,SPRINGHILL MEDICAL CENTER,SPRINGHILL,Louisiana,71075,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,1,0,1,0,11,5,2,3,0,8,Not Available,14,5,Webster Parish,22119,33.0,-93.46,Shortage Area,High Needs Geographic HPSA,17.0,9.065,38265.0,29.8,4221:1,Rural,3000:1,3.695
2021,Q4,190090,WINN PARISH MEDICAL CENTER,WINNFIELD,Louisiana,71483,Acute Care Hospitals,Proprietary,Yes,,1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,7,3,0,3,0,8,1,0,1,0,11,5,0,4,1,8,Not Available,14,9,Winn Parish,22127,31.92,-92.64,Shortage Area,High Needs Geographic HPSA,10.0,3.7,12411.0,18.6,3354:1,Rural,3000:1,0.44
2021,Q4,190098,OCHSNER LSU HEALTH SHREVEPORT,SHREVEPORT,Louisiana,71103,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,5,1,8,7,0,6,1,11,9,0,6,3,8,8,14,11,Caddo Parish,22017,32.49,-93.77,Non-Shortage Area,,,,,,,,,
2021,Q4,190099,AVOYELLES HOSPITAL,MARKSVILLE,Louisiana,71351,Acute Care Hospitals,Proprietary,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,1,0,1,0,11,6,0,5,1,8,8,14,8,Avoyelles Parish,22009,31.12,-92.06,Shortage Area,High Needs Geographic HPSA,10.0,10.675,36889.0,24.3,3456:1,Rural,3000:1,1.625
2021,Q4,190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",LAFAYETTE,Louisiana,70508,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,7,1,6,0,11,11,0,10,1,8,8,14,10,Lafayette Parish,22055,30.16,-92.03,Non-Shortage Area,,,,,,,,,
2021,Q4,190106,OAKDALE COMMUNITY HOSPITAL,OAKDALE,Louisiana,71463,Acute Care Hospitals,Proprietary,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,7,3,0,3,0,8,1,0,1,0,11,5,0,4,1,8,Not Available,14,6,Allen Parish,22003,30.81,-92.65,Shortage Area,Geographic HPSA,11.0,4.61,21022.0,14.5,4560:1,Rural,3500:1,1.4
2021,Q4,190111,"WILLIS KNIGHTON MEDICAL CENTER, INC",SHREVEPORT,Louisiana,71103,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,1,6,0,8,8,0,7,1,11,11,0,11,0,8,8,14,12,Caddo Parish,22017,32.49,-93.77,Non-Shortage Area,,,,,,,,,
2021,Q4,190114,CLAIBORNE MEMORIAL MEDICAL CENTER,HOMER,Louisiana,71040,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,4,0,8,2,0,2,0,11,5,0,5,0,8,8,14,7,Claiborne Parish,22027,32.79,-93.05,Shortage Area,High Needs Geographic HPSA,15.0,4.525,13772.0,33.5,3044:1,Rural,3000:1,0.065
2021,Q4,190116,MOREHOUSE GENERAL HOSPITAL,BASTROP,Louisiana,71220,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,5,0,5,0,8,8,14,10,Morehouse Parish,22067,32.77,-91.9,Non-Shortage Area,,,,,,,,,
2021,Q4,190118,DESOTO REGIONAL HEALTH SYSTEM,MANSFIELD,Louisiana,71052,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,1,0,1,0,11,5,0,5,0,8,Not Available,14,6,De Soto Parish,22031,32.03,-93.7,Shortage Area,High Needs Geographic HPSA,16.0,4.4,27065.0,21.9,6151:1,Rural,3000:1,4.62
2021,Q4,190125,ST FRANCIS MEDICAL CENTER,MONROE,Louisiana,71201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,8,1,6,1,11,11,0,9,2,8,8,14,11,Ouachita Parish,22073,32.53,-92.11,Non-Shortage Area,,,,,,,,,
2021,Q4,190128,WOMANS HOSPITAL,BATON ROUGE,Louisiana,70817,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,Not Available,Not Available,Not Available,Not Available,8,5,1,4,0,11,3,0,3,0,8,8,14,9,East Baton Rouge Parish,22033,30.38,-90.98,Non-Shortage Area,,,,,,,,,
2021,Q4,190140,FRANKLIN MEDICAL CENTER,WINNSBORO,Louisiana,71295,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,1,0,1,0,11,6,0,6,0,8,8,14,7,Franklin Parish,22041,32.16,-91.72,Shortage Area,High Needs Geographic HPSA,13.0,5.15,19026.0,28.9,3694:1,Rural,3000:1,1.19
2021,Q4,190144,MINDEN MEDICAL CENTER,MINDEN,Louisiana,71055,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,5,0,5,0,8,4,0,4,0,11,8,0,7,1,8,8,14,10,Webster Parish,22119,32.61,-93.28,Shortage Area,High Needs Geographic HPSA,17.0,9.065,38265.0,29.8,4221:1,Rural,3000:1,3.695
2021,Q4,190145,LASALLE GENERAL HOSPITAL,JENA,Louisiana,71342,Acute Care Hospitals,Government - Hospital District or Authority,No,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,1,0,1,0,11,4,0,3,1,8,Not Available,14,6,La Salle Parish,22059,31.68,-92.12,Non-Shortage Area,,,,,,,,,
2021,Q4,190146,EAST JEFFERSON GENERAL HOSPITAL,METAIRIE,Louisiana,70006,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,7,0,7,0,11,11,0,11,0,8,8,14,12,Jefferson Parish,22051,30.01,-90.19,Non-Shortage Area,,,,,,,,,
2021,Q4,190151,RICHARDSON MEDICAL CENTER,RAYVILLE,Louisiana,71269,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,1,0,1,0,11,5,1,4,0,8,Not Available,14,8,Richland Parish,22083,32.47,-91.75,Non-Shortage Area,,,,,,,,,
2021,Q4,190160,GLENWOOD REGIONAL MEDICAL CENTER,WEST MONROE,Louisiana,71291,Acute Care Hospitals,Proprietary,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,7,7,0,7,0,8,7,0,7,0,11,9,0,5,4,8,8,14,10,Ouachita Parish,22073,32.51,-92.14,Non-Shortage Area,,,,,,,,,
2021,Q4,190164,BYRD REGIONAL HOSPITAL,LEESVILLE,Louisiana,71446,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,4,0,8,3,0,3,0,11,7,0,7,0,8,8,14,9,Vernon Parish,22115,31.13,-93.27,Shortage Area,Geographic HPSA,12.0,9.575,47327.0,17.2,4943:1,Rural,3500:1,3.945
2021,Q4,190167,MERCY REGIONAL MEDICAL CENTER,VILLE PLATTE,Louisiana,70586,Acute Care Hospitals,Proprietary,Yes,,5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,5,1,4,0,8,5,0,5,0,11,7,0,7,0,8,8,14,11,Evangeline Parish,22039,30.69,-92.28,Non-Shortage Area,,,,,,,,,
2021,Q4,190176,TULANE MEDICAL CENTER,NEW ORLEANS,Louisiana,70112,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,8,2,5,1,11,11,0,8,3,8,8,14,12,Orleans Parish,22071,29.96,-90.08,Non-Shortage Area,,,,,,,,,
2021,Q4,190183,LEONARD J CHABERT MEDICAL CENTER,HOUMA,Louisiana,70363,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,4,0,8,3,0,3,0,11,8,0,8,0,8,8,14,8,Terrebonne Parish,22109,29.57,-90.7,Non-Shortage Area,,,,,,,,,
2021,Q4,190184,CITIZENS MEDICAL CENTER,COLUMBIA,Louisiana,71418,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,1,0,1,0,11,5,0,5,0,8,8,14,7,Caldwell Parish,22021,32.1,-92.07,Shortage Area,High Needs Geographic HPSA,13.0,2.4,9511.0,25.1,3963:1,Rural,3000:1,0.77
2021,Q4,190190,"CALDWELL MEMORIAL HOSPITAL, INC",COLUMBIA,Louisiana,71418,Acute Care Hospitals,Voluntary non-profit - Private,No,,5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,1,0,1,0,11,4,0,4,0,8,8,14,Not Available,Caldwell Parish,22021,32.1,-92.07,Shortage Area,High Needs Geographic HPSA,13.0,2.4,9511.0,25.1,3963:1,Rural,3000:1,0.77
2021,Q4,190201,CHRISTUS OCHSNER LAKE AREA HOSPITAL,LAKE CHARLES,Louisiana,70605,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,4,0,4,0,11,9,0,9,0,8,8,14,8,Calcasieu Parish,22019,30.13,-93.27,Non-Shortage Area,,,,,,,,,
2021,Q4,190202,OCHSNER MEDICAL CENTER - BATON ROUGE,BATON ROUGE,Louisiana,70816,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,6,0,8,7,1,6,0,11,10,1,9,0,8,8,14,12,East Baton Rouge Parish,22033,30.43,-91.02,Non-Shortage Area,,,,,,,,,
2021,Q4,190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",SLIDELL,Louisiana,70461,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,1,5,0,8,7,0,7,0,11,8,0,8,0,8,8,14,10,St. Tammany Parish,22103,30.23,-89.72,Non-Shortage Area,,,,,,,,,
2021,Q4,190208,EAST CARROLL PARISH HOSPITAL,LAKE PROVIDENCE,Louisiana,71254,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,1,0,1,0,11,4,0,4,0,8,Not Available,14,4,East Carroll Parish,22035,32.81,-91.18,Non-Shortage Area,,,,,,,,,
2021,Q4,190218,SABINE MEDICAL CENTER,MANY,Louisiana,71449,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,1,0,1,0,11,5,1,4,0,8,Not Available,14,7,Sabine Parish,22085,31.56,-93.47,Shortage Area,Geographic HPSA,18.0,1.8,23587.0,18.5,13104:1,Rural,3500:1,4.94
2021,Q4,190274,OCHSNER MEDICAL CENTER-KENNER,KENNER,Louisiana,70065,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,6,0,8,7,0,6,1,11,10,0,10,0,8,8,14,12,Jefferson Parish,22051,30.03,-90.25,Non-Shortage Area,,,,,,,,,
2021,Q4,190308,ST BERNARD PARISH HOSPITAL,CHALMETTE,Louisiana,70043,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,5,1,4,0,8,8,14,8,St. Bernard Parish,22087,29.94,-89.96,Shortage Area,High Needs Geographic HPSA,16.0,4.15,45857.0,21.1,11050:1,Non-Rural,3000:1,11.14
